tau_id,tau,cond,goodput_req_s,attainment,throughput_req_s,tpot_p99_ms,ttft_p99_s,completed,aborted
T4,0.03916286292302117,steady_r10_s3,6.035294896763757,0.6072097378277154,9.939390824585493,59.320553392171846,0.3566843199729918,4272,0
T4,0.03916286292302117,steady_r10_s4,4.592545660037582,0.4581406105457909,10.024314706715044,99.1407948732381,9.588004763126381,4324,0
T4,0.03916286292302117,bursty_r8_s3,4.1174520009956534,0.5190839694656488,7.932150178388685,123.50552156567568,9.234857714176178,3406,0
T4,0.03916286292302117,bursty_r8_s4,3.6104995447291146,0.4609865470852018,7.832114771153624,248.56002330780018,0.8934547424316405,3345,0
T4,0.03916286292302117,bursty_r10_s3,3.8127863721076247,0.38319288389513106,9.947715696561799,207.43556378073376,9.036335172653196,4271,0
T4,0.03916286292302117,bursty_r10_s4,2.9873577409533625,0.29579093432007403,10.099558148461563,1638.3552047815942,10.12916953802112,4324,0
T5,1000000000.0,steady_r8_s3,5.514286736057802,0.6943628890193776,7.941505548842652,53.699168156493776,0.3141413688659656,3406,0
T5,1000000000.0,steady_r8_s4,5.8634683679221995,0.754559043348281,7.770721747503865,47.660059531529704,0.3000305175781249,3345,0
T5,1000000000.0,steady_r10_s3,4.96228612627937,0.49929775280898875,9.938530863321832,61.407069017489746,0.32989127635955806,4272,0
T5,1000000000.0,steady_r10_s4,5.858979495263604,0.5830249768732655,10.049277008139557,51.448450684547595,0.3015353703498855,4324,0
T5,1000000000.0,bursty_r8_s3,5.863291169652874,0.7389900176159718,7.934195361079734,60.92634315407551,0.3417776226997375,3406,0
T5,1000000000.0,bursty_r8_s4,4.887789916511065,0.6257100149476831,7.811589713678697,134.23028227211773,0.37769266128540036,3345,0
T5,1000000000.0,bursty_r10_s3,5.823428865494997,0.5856741573033708,9.943120748758844,105.88419456425163,0.45733079195022563,4272,0
T5,1000000000.0,bursty_r10_s4,4.569854199359418,0.45420906567992597,10.061125029546906,192.16080497611665,0.46247673749923845,4324,0
