workload,rate,seed,cond,cycle,timestamp,current_peak_kvpr,best_peak_kvpr,delta_r,residency_colocated
steady,8,3,steady_r8_s3,23,1787644983.9099116,0.0667762384843308,0.0667762384843308,0.0,False
steady,8,3,steady_r8_s3,24,1787644988.9305584,0.0663577923335016,0.0663577923335016,0.0,False
steady,8,3,steady_r8_s3,25,1787644993.9565852,0.06654756469334501,0.06654756469334501,0.0,False
steady,8,3,steady_r8_s3,26,1787644998.99449,0.06731099386646698,0.06731099386646698,0.0,False
steady,8,3,steady_r8_s3,27,1787645004.0147028,0.06712386546208268,0.06712386546208268,0.0,False
steady,8,3,steady_r8_s3,28,1787645009.0360591,0.0654492730595702,0.0654492730595702,0.0,False
steady,8,3,steady_r8_s3,29,1787645014.0586524,0.06698205713003824,0.06698205713003824,0.0,False
steady,8,3,steady_r8_s3,30,1787645019.0839949,0.06742883082100239,0.06742883082100239,0.0,False
steady,8,3,steady_r8_s3,31,1787645024.1490006,0.07161600775347962,0.07161600775347962,0.0,False
steady,8,3,steady_r8_s3,32,1787645029.2162952,0.07477537673817672,0.07477537673817672,0.0,False
steady,8,3,steady_r8_s3,33,1787645034.243749,0.07098320419296555,0.07098320419296555,0.0,False
steady,8,3,steady_r8_s3,34,1787645039.271895,0.07017342144903883,0.07017342144903883,0.0,False
steady,8,3,steady_r8_s3,35,1787645044.3029115,0.07132763247809383,0.07132763247809383,0.0,False
steady,8,3,steady_r8_s3,36,1787645049.363691,0.07112948137730313,0.07112948137730313,0.0,False
steady,8,3,steady_r8_s3,37,1787645054.3934865,0.06938308363100118,0.06938308363100118,0.0,False
steady,8,3,steady_r8_s3,38,1787645059.4189858,0.06793908389077255,0.06793908389077255,0.0,False
steady,8,3,steady_r8_s3,39,1787645064.4625309,0.06646638284731157,0.06646638284731157,0.0,False
steady,8,3,steady_r8_s3,40,1787645069.488971,0.06553593890226522,0.06553593890226522,0.0,False
steady,8,3,steady_r8_s3,41,1787645074.5191672,0.06462778955784106,0.06462778955784106,0.0,False
steady,8,3,steady_r8_s3,42,1787645079.5579834,0.06314237051113472,0.06314237051113472,0.0,False
steady,8,3,steady_r8_s3,43,1787645084.608128,0.06229057256889752,0.06229057256889752,0.0,False
steady,8,3,steady_r8_s3,44,1787645089.6400871,0.060420669313733036,0.060420669313733036,0.0,False
steady,8,3,steady_r8_s3,45,1787645094.680455,0.06290199386883906,0.06290199386883906,0.0,False
steady,8,3,steady_r8_s3,46,1787645099.7406085,0.06659590091641954,0.06659590091641954,0.0,False
steady,8,3,steady_r8_s3,47,1787645104.7761767,0.06680180391239723,0.06680180391239723,0.0,False
steady,8,3,steady_r8_s3,48,1787645109.809077,0.07046328032485821,0.07046328032485821,0.0,False
steady,8,3,steady_r8_s3,49,1787645114.8549888,0.06997245225113972,0.06997245225113972,0.0,False
steady,8,3,steady_r8_s3,50,1787645119.9058278,0.07082273475831295,0.07082273475831297,0.0,False
steady,8,3,steady_r8_s3,51,1787645124.9609497,0.0721213661109149,0.0721213661109149,0.0,False
steady,8,3,steady_r8_s3,52,1787645130.000603,0.07514619286031299,0.07514619286031299,0.0,False
steady,8,3,steady_r8_s3,53,1787645135.0405345,0.07330031193606262,0.07330031193606261,1.3877787807814457e-17,False
steady,8,3,steady_r8_s3,54,1787645140.0857964,0.07672356446771585,0.07580946746063595,0.0009140970070798948,False
steady,8,3,steady_r8_s3,55,1787645145.1237783,0.08017054580317787,0.07245875825458052,0.007711787548597346,False
steady,8,3,steady_r8_s3,56,1787645150.3973985,0.06969883020366023,0.06969883020366023,0.0,False
steady,8,3,steady_r8_s3,57,1787645155.440273,0.06900622879125932,0.06900622879125932,0.0,False
steady,8,3,steady_r8_s3,58,1787645160.4820557,0.06947160060158013,0.06947160060158013,0.0,False
steady,8,3,steady_r8_s3,59,1787645165.5265405,0.06945384392334622,0.06945384392334622,0.0,False
steady,8,3,steady_r8_s3,60,1787645170.5808167,0.07187557375302951,0.07187557375302951,0.0,False
steady,8,3,steady_r8_s3,61,1787645175.629582,0.07811629764599093,0.07811629764599093,0.0,False
steady,8,3,steady_r8_s3,62,1787645180.676886,0.08163401593332205,0.08163401593332205,0.0,False
steady,8,3,steady_r8_s3,63,1787645185.7228923,0.08593156423898102,0.08593156423898102,0.0,False
steady,8,3,steady_r8_s3,64,1787645190.770838,0.0869680171000297,0.0869680171000297,0.0,False
steady,8,3,steady_r8_s3,65,1787645195.845171,0.085929174633434,0.085929174633434,0.0,False
